+2025-09-07 17:46:09,131 [0.008580684661865234] urllib3.connectionpool DEBUG: Starting new HTTP connection (1): 127.0.0.1:49152
+2025-09-07 17:46:29,182 [20.059316396713257] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:46:29,183 [20.060325860977173] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:29,432 [20.30963683128357] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:46:29,552 [20.42987871170044] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:29,552 [20.42987871170044] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:29,675 [20.552546739578247] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:29,675 [20.552546739578247] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:29,675 [20.552546739578247] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:29,944 [20.82226586341858] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:30,436 [21.313857555389404] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:46:30,436 [21.313857555389404] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:30,773 [21.650567293167114] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:46:30,950 [21.828062772750854] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:30,950 [21.828062772750854] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:31,087 [21.96465539932251] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:31,087 [21.96465539932251] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:31,087 [21.96465539932251] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:31,203 [22.081189155578613] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:46:31,203 [22.081189155578613] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:46:31,203 [22.081189155578613] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:31,229 [22.106574296951294] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:31,527 [22.405100345611572] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:31,652 [22.53005027770996] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:31,679 [22.556602954864502] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:46:31,679 [22.556602954864502] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:46:31,781 [22.65848159790039] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:46:31,782 [22.65950655937195] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:32,035 [22.912418842315674] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:46:32,053 [22.930697441101074] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:46:32,068 [22.94577646255493] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:32,187 [23.064600944519043] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:32,232 [23.11000657081604] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:32,232 [23.11000657081604] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:32,380 [23.2582106590271] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:32,382 [23.25954842567444] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:32,382 [23.25954842567444] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:32,539 [23.4171462059021] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:33,036 [23.914174795150757] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:46:33,037 [23.914687395095825] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:33,272 [24.14981985092163] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:46:33,543 [24.42104721069336] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:33,543 [24.42104721069336] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:33,658 [24.536208868026733] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:33,659 [24.53721022605896] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:33,659 [24.53721022605896] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:33,811 [24.689059257507324] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:34,277 [25.155001401901245] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:46:34,277 [25.155001401901245] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:34,608 [25.485965251922607] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:46:34,812 [25.690079927444458] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:34,812 [25.690079927444458] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:34,952 [25.829772233963013] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:34,952 [25.829772233963013] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:34,952 [25.829772233963013] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:35,105 [25.982304573059082] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:35,610 [26.487887144088745] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:46:35,610 [26.487887144088745] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:35,831 [26.708633184432983] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:46:36,109 [26.987146377563477] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:36,109 [26.987146377563477] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:36,286 [27.164137840270996] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:36,286 [27.164137840270996] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:36,286 [27.164137840270996] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:36,430 [27.30790615081787] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:36,654 [27.53132939338684] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:36,837 [27.715187549591064] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:46:36,837 [27.715187549591064] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:36,858 [27.735618591308594] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:37,023 [27.9012770652771] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:46:37,023 [27.9012770652771] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:46:37,024 [27.902281045913696] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:37,088 [27.965528964996338] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:46:37,439 [28.31657600402832] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:37,439 [28.31657600402832] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:37,610 [28.48818063735962] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:46:37,622 [28.499563694000244] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:46:37,622 [28.499563694000244] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:37,622 [28.499563694000244] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:37,622 [28.499563694000244] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:37,796 [28.67401933670044] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:38,094 [28.971614599227905] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:46:38,096 [28.97366166114807] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:38,199 [29.07727074623108] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:46:38,208 [29.086002349853516] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:46:38,208 [29.086002349853516] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:46:38,208 [29.086002349853516] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:38,355 [29.233161449432373] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:46:38,800 [29.6774001121521] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:38,800 [29.6774001121521] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:38,827 [29.70483899116516] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:46:38,827 [29.70483899116516] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:46:38,944 [29.821386098861694] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:38,944 [29.821386098861694] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:38,944 [29.821386098861694] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:39,072 [29.950167179107666] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:39,266 [30.143943786621094] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:46:39,299 [30.176653623580933] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:46:39,299 [30.176653623580933] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:46:39,300 [30.17801260948181] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:39,363 [30.240917682647705] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:46:39,363 [30.240917682647705] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:46:39,644 [30.521509408950806] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:46:39,810 [30.68803882598877] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:46:39,810 [30.68803882598877] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:46:40,077 [30.955133199691772] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:40,077 [30.955133199691772] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:40,223 [31.10041069984436] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:46:40,223 [31.10041069984436] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:46:40,223 [31.10041069984436] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:40,270 [31.14782738685608] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:46:40,286 [31.163769245147705] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:46:40,358 [31.236279010772705] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
